Symbol,EPS-Breakout(%)
ASM,566.2225183211192
BROS,83.33333333333334
CRS,88.63636363636364
DOCS,65.6716417910448
INOD,1824.1652518392755
JVA,812.2574224581193
LX,109.09090909090911
ROOT,851.2195121951218
