Symbol,RSI
VRIG,86.24783919828877
VRNA,70.65350203526131
VRSN,74.01806241305492
VTVT,70.43664235391563
VUSB,91.00247943886431
WAVSU,73.92228361553671
WEAV,72.03243484298667
WFC,74.16708225367383
WH,73.14837276543935
WILC,70.7307490685878
WLGS,81.55037978794526
WMT,70.13407243827773
WPM,70.18665593762324
WUCT,81.84728911089447
WVVI,77.40024658260678
XBIL,90.37382112158923
XFEB,71.21815714616227
XHLF,95.37175661829993
XIJN,72.21180559319238
XIMR,84.76274921349535
XNET,76.7820765481258
XONE,75.65995904326475
XYL,74.89676054928229
YEAR,74.61130473044042
YI,90.17913487500405
YOSH,77.31213003814807
YUM,75.83034661114104
Z,71.41898404123458
ZG,72.05586971051596
ZKIN,71.88407519678283
