Symbol,Qrt-margin-Increase(%)
ASM,61.339740998990806
AXGN,31.695907178941113
BROS,134.59283288424297
COMM,47.49327693956519
CSBR,334.00032021561947
EXFY,38.1441328764962
FSI,89.65162054810074
KGEI,42.035879071204796
OCFT,45.35910900932036
SNT,108.53034658618493
SSY,45.20965014216074
ZIM,146.01903562613415
