Symbol,EPS-Breakout(%)
BBAR,70.33309590178864
BMA,320.47672622809193
BYRN,136.48116033422676
INOD,1824.1652518392755
KINS,117.10526315789474
LFVN,223.0769230769231
LX,109.09090909090911
OPFI,61.53846153846153
SWIM,266.14836331681613
YPF,382.83261802575106
