Symbol,RSI_3M
QURE,90.13732833957552
BWFG,90.03931847968548
KDDIY,90.02976190476197
NTR,89.94368463395013
T,89.88439306358387
NTDOY,89.88095238095241
PPTA,89.8243045387994
TCI,89.79187314172447
OPFI,89.74358974358974
PM,89.69422423556045
CICHY,89.58333333333329
YARIY,89.46459412780658
IMAX,89.43298969072164
HEES,89.42891859052229
HNRG,89.30921052631575
OSIS,89.3073864825277
IBEX,89.2528147389969
HRTG,89.24731182795699
DB,89.24122310305776
CPA,89.23654568210264
FER,89.20233463035015
DMYY,89.15662650602417
MRCY,89.13250714966634
PRDO,89.10550458715596
OMAB,89.10025706940871
V,89.08433734939764
SLF,89.06752411575563
NEU,89.02731912338643
MAG,88.98678414096916
ANPDY,88.8827926753995
RDVT,88.88162197514717
AXON,88.86110242784203
ISBA,88.8349514563108
COOP,88.83169203222917
GBFH,88.80407124681935
DE,88.755980861244
EHC,88.73615883925162
MUFG,88.70967741935496
PAYX,88.67801047120423
CHTR,88.64285011317783
QBTS,88.50758180367119
DRI,88.49485652409307
HIG,88.4393063583815
CNH,88.43283582089556
BJRI,88.41259209645008
BSX,88.35149863760222
CRS,88.34367726920094
FYBR,88.33333333333331
LARK,88.33034111310594
ESQ,88.31282952548331
WTS,88.29259652851579
LI,88.26815642458102
KEP,88.26291079812206
PODD,88.24008138351982
EXE,88.22544642857143
FJTSY,88.15566835871401
SKWD,88.0918220946916
CBNK,88.09182209469151
CRK,88.0851063829787
ESP,88.00792864222004
NEON,87.98283261802572
BFC,87.95240456122953
FMS,87.93650793650797
IFS,87.9275653923542
MNST,87.91540785498484
GEV,87.88965087281794
FRFHF,87.83753222669498
FNMAS,87.81725888324871
KGC,87.54863813229571
HG,87.53117206982536
TME,87.42393509127784
DGICA,87.36059479553893
PBI,87.30964467005069
BAP,87.28789186079956
SE,87.22997514815522
CCHGY,87.20568636161707
BCH,87.15953307392994
UNFI,87.12446351931331
VRSN,87.08586883029068
NFG,87.0772946859904
X,87.07547169811322
SWDBY,87.05882352941177
NTES,87.01234567901236
SONY,86.97829716193655
HCMLY,86.97674418604662
SSYS,86.9706840390879
ASTE,86.92628650904037
URBN,86.88266750550488
CAH,86.87635574837293
DNKEY,86.87350835322194
IPI,86.84210526315793
WRB,86.80000000000001
HKXCY,86.72680412371132
SNEX,86.72340425531914
DRS,86.68032786885249
RBA,86.64451827242523
MELI,86.55445188547802
UBOH,86.51685393258427
RTX,86.43259644560032
SRBK,86.41975308641972
FNV,86.39207507820642
CSGS,86.26168224299067
HSBC,86.18376928236086
MRX,86.17543859649123
EPR,86.16236162361622
NWG,85.99439775910368
RBC,85.97863697908825
DANOY,85.9315589353612
NIC,85.92734225621416
BZ,85.8490566037736
AHR,85.80990629183401
LTBR,85.70736434108525
TRP,85.64516129032256
HOOD,85.61983471074379
FOXA,85.45258620689656
AAMI,85.35714285714286
BKSC,85.27131782945739
PHAR,85.20408163265303
RRC,85.17618469015797
NPSNY,84.96732026143788
FOX,84.77508650519025
GPOR,84.77047146401985
CVNA,84.70037453183522
DASH,84.69292076887008
DCTH,84.67836257309938
UVE,84.66257668711651
NAGE,84.59259259259261
RBKB,84.54106280193241
LOMA,84.49999999999994
LLYVA,84.48519040902679
TITN,84.48023426061495
HCI,84.44681988241584
RYAAY,84.40797186400938
BCS,84.39999999999998
SAP,84.34456928838952
BHF,84.28669882839421
NXT,84.2627960275019
BNTC,84.21052631578947
LRN,84.18138676509355
IBM,84.18112906443251
BYDDF,84.1626213592233
IBDRY,84.13284132841324
BNPQY,84.11386593204773
BKTI,84.0670859538784
YMM,84.0625
ESE,84.05345211581287
OR,84.03100775193793
SSBK,83.98203592814363
COE,83.84710234278666
NGVC,83.77964804896712
TXNM,83.70253164556961
MLYS,83.68734069668649
BAESY,83.49433011339775
CCEC,83.46368715083801
CYBR,83.34525683216485
XYF,83.33333333333331
PERI,83.28981723237597
CXW,83.21428571428567
BLX,83.10580204778154
PSMT,83.0774479699761
CAAP,82.98319327731095
ASND,82.87615974183133
TATT,82.80936454849498
DRVN,82.80701754385967
CFRUY,82.57142857142858
VLGEA,82.55659121171769
CME,82.55070853014732
AMADY,82.52427184466035
ERJ,82.47958426132146
AU,82.39631336405526
SII,82.39254272397723
AEM,82.38244514106587
SIEGY,82.34735843087631
PGR,82.30805913209352
RSG,82.27897838899798
LLYVK,82.21771467207574
CTAS,82.17332734620567
LOAR,82.13533130414422
ATEC,82.10227272727275
PUK,81.97115384615384
EXEL,81.96248196248203
PAC,81.95571955719558
TKO,81.86619718309858
PLYA,81.81818181818211
GT,81.67330677290835
APEI,81.65024630541872
LNSTY,81.58458244111351
NYAX,81.54803040774016
ACHR,81.50851581508513
MYFW,81.48734177215188
TELNY,81.43322475570032
JOYY,81.33561643835604
KEN,81.31868131868133
XNGSY,81.30148270181222
NATH,81.29890453834109
THFF,81.24018838304549
ITRN,81.19402985074622
FUTU,81.15866388308977
KTOS,81.12189859762677
EQT,81.11285266457678
GNTY,81.10882956878848
CSV,81.06060606060595
PLTR,81.04257167680277
WMT,81.00649350649348
WPM,80.95644748078571
MPAA,80.89330024813897
ADYEY,80.76923076923079
CVLT,80.71698953462484
ALL,80.6565064478312
FRAF,80.60522696011009
WRLD,80.57833405265431
EADSY,80.39430449069005
UFCS,80.39215686274514
CNP,80.36649214659676
MT,80.22922636103152
BSAC,80.20134228187914
MGIC,80.10899182561306
XIACY,80.05159071367152
CDTX,80.02350176263221
SSREY,80.0166527893422
VIRT,79.97997997997999
BBUC,79.90373044524668
ORLA,79.89556135770236
RYTM,79.87913259864912
TLN,79.80754544065985
CASY,79.66135859705702
CPRX,79.64601769911508
VSEC,79.55776173285199
DRD,79.53124999999999
SOBKY,79.50530035335689
KBCSY,79.48523845571536
TTWO,79.3623520427644
USAU,79.34782608695652
BHKLY,79.19725893294176
ALCO,79.16666666666663
TRV,79.13294797687865
WELL,79.1294209094442
MO,79.07348242811504
GFI,78.96296296296292
BTI,78.69415807560134
GFL,78.65853658536584
QFIN,78.59806114839674
WMB,78.58672376873666
MGYR,78.5714285714286
FFIV,78.4546805349182
FEIM,78.45220030349014
VEEV,78.44336637840118
CNM,78.43137254901958
TCEHY,78.4041630529055
VEON,78.35717581910475
THG,78.35258663987945
CRWD,78.32336643441049
MIELY,78.3171521035599
EQH,78.25311942958999
AJG,78.1581740976645
PLMR,78.13908564069548
SKE,78.07486631016043
HMN,77.90055248618789
AZO,77.8272689251359
OLLI,77.7171937477281
BROS,77.5519421860885
BBAR,77.5355450236967
EBAY,77.42857142857139
LNG,77.40655987795576
MMM,77.23523589574397
KMI,77.16894977168955
ECBK,77.15877437325904
RNMBY,77.04536515012457
MDWD,77.02818104184459
JFIN,76.86274509803918
SPOT,76.81311655096825
HSAI,76.57864523536165
CGNT,76.41509433962266
EAT,76.17207192068557
LSBK,76.07361963190182
SGAPY,76.02339181286546
ORANY,75.97597597597596
SGI,75.78947368421052
CBOE,75.07055503292567
PBH,74.45378151260505
BH,74.3452791178498
CAKE,74.21428571428567
TR,74.18772563176896
ANGO,73.95498392282957
FTNT,73.86822052891084
IIIV,73.42419080068142
CIB,73.3410942956927
FAST,73.29434697855753
DTEGY,73.1391585760518
SSRM,73.08970099667776
NC,73.03988995873458
JG,72.76951672862452
KVUE,72.65135699373694
PCRX,72.49999999999999
ABT,72.47043363994746
UNM,72.37215909090908
FNCH,72.34636871508378
IROQ,71.93877551020427
SENEA,71.91075514874142
CCB,71.84834123222748
GCMG,71.83098591549302
WILC,71.83098591549296
PLNT,71.45390070921984
ACMR,71.24010554089712
STVN,71.14093959731542
PSO,69.75308641975306
KRYAY,68.59446196985623
CHKP,68.5878175361923
SRAD,68.42105263157895
GILD,68.19214540733527
RPRX,64.80186480186471
