Symbol,Price_Tightness_1W
CYBR,9.071426704649395
EXEL,9.333333333333341
SSYS,9.37223695844386
NYAX,9.62441314553991
ASTE,9.75781801081589
FTK,9.774436090225565
USAU,9.777777777777775
MPAA,10.144927536231894
BZ,10.200759631036348
SMNEY,10.256136606189967
GEV,10.257119747988591
COEP,10.27857829010567
MLYS,10.369487485101322
CCEC,10.398684751335791
WLDN,10.511145272867022
KGC,10.529845741113348
DAVE,10.647803425167531
PBI,10.781404549950544
CAAP,10.904574228842666
ASA,10.924102889806282
RYAAY,10.936663693131125
COOP,11.037224430791468
TFPM,11.167048054919913
AU,11.253369272237206
BBAR,11.29870129870131
CLBR,11.355815554026144
CEE,11.3968439509059
ETON,11.742541351058902
WPM,11.880165289256208
RBRK,11.92138331006336
ODD,11.986398413148203
CGNT,11.992786293958522
DRD,12.015257469802927
AEM,12.032492807581665
AGX,12.13212044559031
HMY,12.170639899623586
FEIM,12.318477716574849
PAY,12.487636003956473
VEON,12.521440823327612
BROS,12.606519680779124
CPS,12.627291242362531
DCTH,12.671420735052113
KEP,12.860892388451434
SNOW,12.896786757546256
MGIC,13.030303030303033
JFIN,13.27953044754219
GFI,13.317504856464499
NPCE,13.46508563899868
LOMA,13.780663780663783
MSTR,13.841715143554136
SKE,14.529914529914526
OLLI,14.866966844044216
GTX,14.93775933609959
KFS,15.358649789029538
NXT,15.584415584415586
SEZL,15.662087655359317
NUTX,15.883438246147172
DMYY,16.557591623036647
TATT,16.629464285714295
LFMD,17.045942464577067
QURE,17.562500000000004
TITN,17.727466894489528
CNL,18.069087688219657
GOGO,19.218085106382976
URBN,19.72041259500544
TISI,19.751442521083014
XYF,20.70652173913043
AS,20.926600728787097
HIMS,21.012033323048428
CDTX,22.286541244573083
LQDA,22.66872746007213
JG,22.77314611671785
HNRG,23.845256215119235
AKRO,25.66284131381084
ACHR,26.436781609195396
AEVA,26.680896478121657
X,26.740740740740737
MTEN,27.474590902503422
LTBR,39.77942998760843
QBTS,42.77763723754111
CFSB,43.39622641509433
